"";"ref_num";"access_num";"DOI";"authors";"title";"abstract";"keywords";"year";"journal";"WOS_categories";"big_taxa";"taxa";"matched_canonical";"superkingdom";"kingdom";"phylum";"subphylum";"superclass";"class";"subclass";"infraclass";"superorder";"order";"suborder";"infraorder";"superfamily";"family";"subfamily";"tribe";"genus";"species";"infraspecies"
"826";"REF0826";"WOS:000085108400018";"10.2307/2640998";"Radeloff, VC ; Mladenoff, DJ ; Boyce, MS";"Effects of interacting disturbances on landscape patterns: Budworm defoliation and salvage logging";"Prior to European settlement, the 450 000-ha Pine Barrens region in northwestern Wisconsin, USA, was characterized by a landscape mosaic of large, open patches, savannas, and closed forest stands of jack pine (Pinus banksiana). Crown-fires created large open patches that persisted on the droughty soils, providing important habitat for a number of area-sensitive, open-habitat species. Insect outbreaks may have contributed to periodic fires by increasing the fuel load. Today, fires are suppressed in the managed landscape, but insect defoliation remains a major disturbance. Salvage logging commonly follows insect outbreaks. Our objective was to evaluate landscape pattern changes caused by this interaction of natural disturbances and forest management. We examined changes in landscape pattern during the most recent (1990-1995) outbreak of jack pine budworm (Choristoneura pinus pinus) in northwestern Wisconsin using four Landsat TM satellite images (1987, 1991, 1993, and 1995). The 1987 image provided the basis for a species-level forest classification identifying mature jack pine and open habitat prior to the budworm outbreak. Each subsequent image was used to identify clearcuts in mature jack pine. The 1995 image was also used to classify stand development in the open habitat of the 1987 image so that the overall availability of open habitat in 1995 could be assessed. GIS data layers were used to analyze logging rates and clearcut sizes separately for different classes of land ownership and soils. Approximately 12 500 ha were salvage logged during the 1990-1995 outbreak. Logging rates were highest on the most infertile soils, and on private, industrial forest land. Annual logging rates of different landowners were 3-6 times higher during the outbreak than previous to it. Salvage cut sizes were larger than clearcuts prior to the outbreak. New cuts were mostly located next to previous cuts, thus increasing the size of openings on the landscape. Initial survey results by N. Niemuth show that populations of one area-sensitive open-habitat species (Sharp-tailed Grouse, Tympanuchus phasianellus) thrive on the salvage cuts. Insect defoliation and subsequent salvage logging did create new habitat for open-habitat species that were declining. Landscape pattern changes due to multiple interacting disturbances have rarely been studied. The interaction of jack pine budworm defoliation and salvage logging substantially changed landscape pattern in the Pine Barrens. We speculate that interaction between insect defoliation and fire may have significantly shaped the presettlement landscape.";"change detection; clearcut size; fire disturbance; forest; insect defoliation; jack pine budworm (Choristoneura pinus pinus); landscape ecology; pine barrens; Pinus banksiana; remote sensing; salvage logging; spatial pattern; Wisconsin (USA)";2000;"ECOLOGICAL APPLICATIONS";"Ecology; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"827";"REF0827";"WOS:000086315700028";"10.1111/j.0014-3820.2000.tb00028.x";"Piertney, SB ; MacColl, ADC ; Bacon, PJ ; Racey, PA ; Lambin, X ; Dallas, JF";"Matrilineal genetic structure and female-mediated gene flow in red grouse (Lagopus lagopus scoticus): An analysis using mitochondrial DNA";"DNA sequence variation at the hypervariable 5' end of the mitochondrial control region was examined in 247 individuals to detect genetic divergence among 14 populations of red grouse (Lagopus lagopus scoticus) in northeastern Scotland. Ten haplotypes were resolved, several of which were shared among populations. Analysis of molecular variance, Nei's gamma(ST), and a cladistic estimate of the amount of gene flow indicated a lack of overall population differentiation. Patterns of overall panmixia are in stark contrast to previous reports of localized subdivision among the same set of populations detected using hypervariable microsatellite markers. Because grouse cocks are territorial and show extreme natal philopatry and females are the dispersing sex, such discordance could be explained by sex-biased dispersal, with extensive female-mediated gene flow preventing mitochondrial DNA divergence. However, it is difficult to reconcile how effective dispersal of females would not homogenize both mitochondrial and nuclear structure simultaneously. We use a model that examines the spatial and temporal dynamics of diparentally and uniparentally inherited genes to show that, under realistic ecological scenarios and with specitic differences in the dispersal of males and females, the local effective size of the nuclear genome can be less than that of the mitochondrial and the patterns of structuring we observe are meaningful.";"gene flow; grouse; Lagopus; mitochondrial DNA; philopatry; population structure";2000;"EVOLUTION";"Ecology; Evolutionary Biology; Genetics & Heredity";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"828";"REF0828";"WOS:000086143800005";"10.1080/10807030091124455";"Fairbrother, A";"Comparative aspects of estrogen functions and measurements in oviparous and viviparous vertebrates";"Concern for both humans and wildlife has prompted regulatory agencies to search for methods to screen chemicals for disruption of regulation and responses to estrogen and other reproductive hormones. It is not clear whether tests suitable for hazard assessment in mammals also apply to oviparous (egg-laying) animals, or vice versa. Although estrogenic structures are similar across species, estrogen receptor (ER) differences affecting binding affinity and gene activation do occur. The primary function of estrogen in all species is control of ovulation; secondary functions are gender determination, development of secondary sex characteristics, regulation of mating and breeding behaviors, and regulation of calcium and water homeostasis. Major differences between mammals and egg-layers are production of the egg yolk protein vitellogenin by the Liver of oviparous species and eggshell formation. Methods for measuring estrogenic activity include production of gene products, cell proliferation assays, tissue responses, vitellogenin induction, hormone assays, egg production and fertility studies, and development of secondary sex characteristics. General cellular/subcellular tests are proposed for initial chemical screening; those that show estrogenic effects would be tested further using species-specific in vitro assays (e.g., relative binding affinity to the ER). Only those chemicals that elicit effects in this second tier, might need to be tested in a higher tier of whole organism studies.";"estrogen; endocrine disruption; reproduction; oviparity";2000;"HUMAN AND ECOLOGICAL RISK ASSESSMENT";"Biodiversity Conservation; Environmental Sciences";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"829";"REF0829";"WOS:000086194600016";"10.1046/j.1365-2664.2000.00477.x";"Broseth, H ; Pedersen, HC";"Hunting effort and game vulnerability studies on a small scale: a new technique combining radio-telemetry, GPS and GIS";"1. Global positioning systems (GPS) were used to track hunters in an area of central Norway where willow ptarmigan Lagopus lagopus were contemporaneously radio-tracked. A geographical information system (GIS) was then used to study spatiotemporal interactions between hunters and game. 2. Recording hunting activity with the GPS produced accurate and unbiased information about the behaviour and effort of hunters. When GPS tracking nine hunters during 50 hunter-days, data were lost for an estimated time of 30 h 45 min, which constituted about 10% of the total hunting time. 3. Willow ptarmigan hunters walked on average 16.2 km daily at a speed of 2.8 km h(-1), and they hunted for 9 h each day, of which almost 6 h was active hunting time. During 50 hunter-days they had 295 h of active hunting, covered a distance of 818 km and harvested 20% of the willow ptarmigan population in the area. 4. The spatial distribution of hunting pressure was strongly dependent on the starting point of the hunters, and areas close to the base cabin were subject to most hunting activity. Areas furthest away, towards the border of the hunting area, experienced little hunting activity. 5. Logistic regression showed that survival probability of ptarmigan was best predicted by distance from the cabin. Shot radio-tagged birds lived closer to the cabin, and had twice as high hunting pressure in their home range, compared with surviving radio-tagged birds. 6. This method of obtaining quantitative data about human effort will have application in other studies when there is a need to quantify and analyse human effort on temporal and spatial scales.";"GPS tracking; harvest; Lagopus lagopus; survival probability; wildlife management";2000;"JOURNAL OF APPLIED ECOLOGY";"Biodiversity Conservation; Ecology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"830";"REF0830";"WOS:000085435500020";"10.1644/1545-1542(2000)081<0223:SOAPBI>2.0.CO;2";"Strand, O ; Landa, A ; Linnell, JDC ; Zimmermann, B ; Skogland, T";"Social organization and parental behavior in the arctic fox";"We studied social organization and behavior of arctic foxes (Alopex lagopus) in 3 adjacent territories from 1988 to 1995 in central Norway, where the major rodent prey were cyclic. Twenty-five foxes were equipped with radiotransmitters and several other individuals could be recognized visually. Paired adult foxes and their cubs had home ranges that overlapped more with each other than with neighboring foxes (37% versus 2.9%) and therefore seemed to be territorial. Family composition varied from monogamous pairs, to pairs with additional adults, to an example with 2 reproducing females and 1 male in the same den. Presence of additional family members was independent of the state of the rodent cycle and the reproductive state of the breeding pair. Additional family members contributed only 2% of the food provided to young pups and were therefore not regarded as true helpers. Breeding adults remained resident within the same territory even in years with low abundance of rodents, when they did not breed. All pups left their natal territory by 6 months of age, although some subsequently returned to their natal range or one of the adjacent dens.";"Alopex lagopus; arctic fox; dispersal; reproduction; social behavior; social organization";2000;"JOURNAL OF MAMMALOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"831";"REF0831";"WOS:000084708900009";NA;"Wu, CC ; Russell, RM ; Karten, HJ";"Ontogeny of the tectorotundal pathway in chicks (Gallus gallus): Birthdating and pathway tracing study";"The avian tectorotundal system has been suggested as a homologue of the mammalian colliculopulvinar system. In the tectorotundal system, neurons of the stratum griseum centrale (SGC) of the optic tectum send their axons bilaterally to the nucleus rotundus (Rt). In transit to the Rt, the axons of the SGC neurons collateralize in the nuclei posteroventralis thalami (PV), subpretectalis (SP), and interstitiopretectosubpretectalis (IPS) of the tectothalamic tract (TT). The current study used birthdating and pathway-tracing methods to investigate the neurogenesis and time course of neuronal connections of the tectorotundal pathway in chicks during embryogenesis. By using tritiated thymidine autoradiography, we observed that the SGC neurons of the tectum were generated by embryonic days 3.0-5.5 (E3.0-E5.5), the Rt by E3.5-E5.0, and the nuclei of TT by E3.5-4.5. To trace the tectorotundal pathway, we injected cholera toxin B subunit (CTb) into the tectum, and the CTb-like immunoreactivity was examined. By E4.5-E5.5, some CTb-like immunoreactive (CTb-LI) axons terminated in the ipsilateral SP/IPS. By E6.0-E6.5, CTb-LI axon bundles were seen ipsilaterally in the TT. Increased numbers of labeled axons were seen terminating in the SP/IPS. By E7.0-E7.5, heavily labeled axons in the TT were observed with diffuse terminals in areas ventral to the presumptive Rt and PV. By E7.5-E8.0, the tectal axons innervated the ipsilateral Rt, in which some of the collaterals crossed the midline to the contralateral diencephalon. The crossed tectorotundal projection was seen first by E8.0-E8.5. Also, during this stage, a few CTb-LI collaterals terminated in the contralateral SP/IPS. Between E10 and. E13, the pattern of bilateral tectorotundal projections became more regionalized, whereas labeling continued to increase in the SP/IPS. At E16, the labeling pattern of all tectorecipient structures resembled that of the hatchling. The current study revealed the temporal order of development of the tectorotundal pathway during embryogenesis. The SGC cells first innervate ipsilaterally the SP/IPS and then the Rt/PV. The schedule of the crossed tectorotundal connections coincides with the schedule of tectal projections onto the contralateral intrinsic nuclei of the TT. We conclude that E8.0 (+/-E0.5) is a critical stage for the development of the tectofugal pathway. Moreover, the current study provides important insights into the relative ontogeny of the mammalian tectofugal pathway. J. Comp. Neurol. 417:115-132, 2000. (C) 2000 Wiley-Liss, Inc.";"in vivo; cholera toxin B subunit; tritiated thymidine autoradiography; immunohistochemistry; colliculopulvinar system";2000;"JOURNAL OF COMPARATIVE NEUROLOGY";"Neurosciences; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"832";"REF0832";"WOS:000083914800014";"10.1007/s002449910014";"Herrera, A ; Arino, A ; Conchello, MP ; Lazaro, R ; Bayarri, S ; Yague, C ; Peiro, JM ; Aranda, S ; Simon, MD";"Red-legged partridges (Alectoris rufa) as bioindicators for persistent chlorinated chemicals in Spain";"Persistent organochlorine residues such as hexachlorobenzene (HCB), hexachlorocyclohexane isomers (HCHs), chlorocyclodienes, and the DDT group (DDTs) were determined in fat and muscle samples of resident red-legged partridges (Alectoris rufa) hunted in Spain. Chlorinated contamination pattern varied largely depending on geographical distribution. Birds collected from the northern part of Spain contained greater concentrations of lindane (34.4 ng/g fat basis) than those from central or southern Spain. In contrast, red-legged partridges collected in southern locations exhibited elevated levels of p,p'-DDE (62.3 ng/g fat basis) as compared with central (31.2 ng/g fat basis) and northern areas (5.6 ng/g fat basis). The only cyclodiene detected, dieldrin, showed higher amounts (3.4 ng/g fat basis) in partridges collected in central Spain. The sex differences in pollutant occurrence and concentrations were negligible. One-year-old birds accumulated greater concentrations of beta-HCH, and dieldrin than older birds. Global comparison of organochlorine concentrations indicated that northern partridges are more contaminated by compounds of industrial origin, whereas southern birds contained greater amounts of agricultural chemicals. Estimates of hazards associated with organochlorine levels in resident red-legged partridges in Spain suggested that southern birds may be at risk from exposure to DDTs, and northern birds may be affected by excessive concentrations of Lindane. The use of red-legged partridge as bioindicator for OCP contamination is discussed.";NA;2000;"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY";"Environmental Sciences; Toxicology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"833";"REF0833";"WOS:000085172800007";NA;"Callebaut, M ; Van Nueten, E ; Harrisson, F ; Bortier, H";"Mechanisms of caudocephalic axis formation in the avian germ disc";"We studied some mechanisms preceding or accompanying caudocephalic axis formation in the young avian germ disc. In an initial group this was done using eggs extracted from the uterus before oviposition. The development of germ discs after incubation in ovo (obliquely positioned or not) was compared with development after culture in vitro: germ discs develop much better when incubated in ovo than when cultured in vitro. We previously demonstrated that in obliquely-oriented germ discs, localized in situ on their egg yolk ball, the nucleus of PANDER and surrounding subgerminal ooplasmic layers present a spatial orientation parallel with RAUBER's sickle and with the temporally-predisposed sickle-shaped Anlage fields in the upper layer of the unincubated overlying blastoderm. The observations in our present study suggest that at the moment of bilateral symmetrization, a ""vertical"" influence emanating from the central subgerminal ooplasmic layers on parallel parts of the overlying blastoderm takes place. The first sign of the development of bilateral symmetry (already seen on the surface of a germ disc after 4 h of oblique positioning) is the appearance of a broad antisickle in the future cranial half of the blastodisc. In a second group, by excision of parts of unincubated or incubated blastoderms, followed by culture in vitro, we tried to explain some phenomena occuring during early axis development. Whilst gastrulation phenomena can take place after in vitro culture of isolated cranial quadrants of unincubated chicken blastoderms (stage X-XI of Eyal-Giladi and Kochav: 1976), this is not the case in isolated anti-sickle regions. The actual presence of neither RAUBER'S sickle material nor sickle endoblast is necessary for the formation of a primitive streak. Also the existence of a long-range secretion gradient of inducing factors derived from these structures after their removal can play an inducing role.";"caudocephalic orientation; avian blastoderm; RAUBER'S sickle; gastrulation; anti-sickle region";2000;"BELGIAN JOURNAL OF ZOOLOGY";"Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"834";"REF0834";"WOS:000165553500005";"10.1081/CBI-100102112";"Lumineau, S ; Guyomarc'h, C ; Richard, JP";"Ontogeny of the ultradian rhythm of activity in Japanese quail";"As soon as they hatch, gallinaccous chicks follow broody hens. This matriarchal unit presents a temporal organization of activity. The ontogeny of this ultradian rhythm of activity was followed in Japanese quail during their first 3 weeks of life. Under controlled laboratory conditions, 12 groups of four chicks were recorded using an activity monitoring system. They were observed between the ages of 3 and 17 days. Chicks in groups presented an ultradian rhythm of activity, with a period that increased significantly from 14.3 +/- 1.4 minutes when chicks were 2 days old to 26.0 +/- 1.9 minutes when they were 16 days old. The increase of ultradian periodicity was particularly pronounced during their first and third weeks of life. Finally, the ultradian period was correlated positively with body weight of the chicks.";"Japanese quail; ontogeny; ultradian rhythm";2000;"CHRONOBIOLOGY INTERNATIONAL";"Biology; Physiology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"835";"REF0835";"WOS:000086725800006";"10.1016/S1095-6433(99)00159-2";"Corona, TB ; Warburton, SJ";"Regional hypoxia elicits regional changes in chorioallantoic membrane vascular density in alligator but not chicken embryos";"Hypoxic incubation increases vascularization in the chick chorioallantoic membrane (CAM). The effect of regional hypoxia on the vascular density of American alligator (Alligator mississippiensis) and chicken (Gallus gallus) CAMs was studied to determine if hypoxic proliferation of blood vessels is localized or global across the CAM. Eggs were incubated under normoxic conditions with a portion of the eggshell covered with non-toxic beeswax to induce external regional hypoxia. CAMs were examined under a microscope with a 'bulls eye' coverslip and a vascular density index (VDI) was determined. The hypoxic portions of the alligator CAMs were more vascular than the normoxic portions (VDI = 200.9 versus 157.8, respectively). Presumably this response is maladaptive by causing increased blood flow to the poorly oxygenated portions, i.e. increased 'shunt'. Thus, we hypothesize increased vascularity due to hypoxic incubation is due to local release and subsequent rapid local breakdown or uptake of angiogenic factors. In contrast, the hypoxic and normoxic portions of the chick CAMs exhibited virtually no difference in VDI (VDI = 211.5 versus 217.9, respectively). We suggest the air cell and air space of the chicken eggs allows for circulation of gas in ovo, eliminating the possibility of regional internal hypoxia. (C) 2000 Elsevier Science Inc. All rights reserved.";"development; angiogenesis; egg; CAM; incubation; capillarity; hypoxia; reptile; chick";2000;"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR AND INTEGRATIVE PHYSIOLOGY";"Biochemistry & Molecular Biology; Physiology; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"836";"REF0836";"WOS:000186634700005";NA;"Aebischer, NJ ; Green, RE ; Evans, AD";"From science to recovery: four case studies of how research has been translated into conservation action in the UK";"During this century, numbers of Grey Partridges Perdix perdix, Corncrakes Crex crex, Stone-curlews Burhinus oedicnemus and Cirl Buntings Emberiza cirlus have declined massively in the UK. These dispersed species are the best studied farmland birds in Britain. In each case, applied ecological studies have established that their declines are associated with agricultural intensification. We review the results of these studies, the management solutions that have been proposed and the actions taken to initiate population recovery. In all four cases, these actions have been demonstrably successful. Current and future success depends, to a great extent, on government agricultural policy. Set-aside and the EU Agri-environment Regulation 2078/92 have been the basis for the success so far. Extensive farming is the common theme connecting the four species, and a policy move towards comprehensive support for extensive farming systems would ensure the future for them and for other forms of declining farmland wildlife.";NA;2000;"ECOLOGY AND CONSERVATION OF LOWLAND FARMLAND BIRDS";"Ecology; Ornithology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"837";"REF0837";"WOS:000186634700010";NA;"Boatman, ND ; Stoate, C ; Watts, PN";"Practical management solutions for birds on lowland arable farmland";"Habitat management techniques currently used or proposed on lowland arable and mixed farmland are reviewed, and practical examples described as implemented on two contrasting farms in the East Midlands of England. Management to provide nesting habitat, food during the breeding season and food during winter are considered. Changes in bird numbers resulting from conservation management are recorded, and the cost of, and incentives for, such management are discussed.";NA;2000;"ECOLOGY AND CONSERVATION OF LOWLAND FARMLAND BIRDS";"Ecology; Ornithology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"838";"REF0838";"WOS:000088908900002";"10.1080/11956860.2000.11682595";"Jokimaki, J ; Huhta, E ; Monkkonen, M ; Nikula, A";"Temporal variation of bird assemblages in moderately fragmented and less-fragmented boreal forest landscapes: A multi-scale approach";"To test whether landscape structure affects the temporal variability of bird populations and species turnover, we estimated breeding bird abundances in a boreal forest area in northern Finland during the years 1990-1995. The analyses were conducted at three spatial scales: Feint-count station (4 ha), block (12.5 km(2)), and landscape unit levels. At the census point scale. temporal variability (CV) of generalist species correlated negatively with amount of unforested habitat. At the block scale, temporal variability of forest edge and managed forest species correlated negatively with the amount of forested area in the landscape. No response was observed among sedentary, migratory, and virgin forest species at these lower scales. At the landscape unit scale. forest-edge and managed-forest species such as chaffinch (Fringilla coelebs L.), and redpoll (Carduelis flammea L.) showed higher temporal variability, whereas sedentary and virgin forest species such as cuckoo (Cuculus canorus L.), raven (Corvus corax L.), and hooded crow (Corvus corone cornix L.) showed lower temporal variability in the moderately fragmented landscape than in the less-fragmented landscape. Of the virgin-forest species, crossbills (Loxia spp.) and titmice (Parus spp.) showed more variability in the less-fragmented landscape, whereas the rest of the virgin-forest species (hawks, grouses, woodpeckers, etc.) reflected more temporal variability in the moderately fragmented landscape unit. The results were only partially in accordance with expected trends, and there were differences between scales in variability patterns of species and species groups. Large-scale landscape characteristics mainly affected the temporal variability of sedentary and virgin-forest species, whereas species not restricted to special habitat structures were more affected by smaller-scale habitat structure.";"temporal variation; forest fragmentation; landscape structure; species turnover";2000;"ECOSCIENCE";"Ecology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"839";"REF0839";"WOS:000085416600002";"10.1006/gcen.1999.7361";"Deviche, P ; Saldanha, CJ ; Silver, R";"Changes in brain gonadotropin-releasing hormone- and vasoactive intestinal polypeptide-like immunoreactivity accompanying reestablishment of photosensitivity in male dark-eyed juncos (Junco hyemalis)";"In seasonally breeding, photoperiodic birds, the development of photorefractoriness is associated with decreased brain expression of gonadotropin-releasing hormone-like immunoreactivity (GnRH-Ii ir) and increased expression of vasoactive intestinal polypeptide-like immunoreactivity (VIP-li ir). Dissipation of photorefractoriness and reestablishment of photosensitivity are associated with increased GnRH-li ir brain production, but concurrent changes in VIP-ii ir expression have not been investigated. To address this question, we compared the expression of VIP-ii ir in the infundibulum (INF) of adult male dark-eyed juncos (Junco hyemalis) that were made. photorefractory (PR) by prolonged exposure to long days with that of birds that were not photostimulated (PS), but had regained photosensitivity by exposure to short days for 5 (short-term-PS, ST-PS) or 13 (long-term-PS, LT-PS) consecutive months. Photosensitive males had smaller INF VIP-ii ir cell bodies than PR males, but the numbers of INF VIP-ii ir cells were independent of photoperiodic condition. Changes in infundibular VIP-li ir were correlated with changes in preoptic area (POA) GnRH-li expression. Specifically, photosensitive males had more and larger POA GnRH-li ir cells and more GnRH-li ir fibers in this region than PR males. Further, LT-PS males had more GnRH-li ir POA fibers and larger testes than ST-PS juncos. Thus, induction of photorefractoriness is associated with increased VIP and decreased GnRH brain expression whereas dissipation of photorefractoriness concurs with decreased VIP and increased GnRN brain expression. These results suggest a physiological role for VIP in the control of changes in GnRH expression as a function of the photosensitive condition. (C) 2000 Academic Press.";"GnRH; VIP; reproduction; prolactin; seasonality; photoperiodism; photosensitivity; photorefractoriness; immunocytochemistry; preoptic area; infundibulum";2000;"GENERAL AND COMPARATIVE ENDOCRINOLOGY";"Endocrinology & Metabolism; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"840";"REF0840";"WOS:000085416600003";"10.1006/gcen.1999.7390";"Hau, M ; Wikelski, M ; Soma, KK ; Wingfield, JC";"Testosterone and year-round territorial aggression in a tropical bird";"Testosterone (T) regulates avian behaviors such as song and aggression during the breeding season. However, the role of T in year-round territorial birds is still enigmatic, especially in tropical birds. Spotted antbirds (Hylophylax n. naevioides) defend territories in the Panamanian rainforest year-round but have low plasma T levels (0.1-0.2 ng/ml), except during brief periods of social challenges. We manipulated T action in captive male Spotted antbirds to test whether this hormone is involved in the regulation of song and aggression. T-implants increased plasma androgen levels (T and dihydrotestosterone) and enhanced song in nonbreeding males. During a staged male-male encounter, T-implanted males sang more and were more aggressive than controls. In a second experiment, we blocked the two known T actions: its binding to androgen receptors and its conversion into estradiol by the enzyme aromatase. For this, we administered the androgen receptor antagonist flutamide (Flut) in combination with the aromatase inhibitor 1-4-6 androstatrien-3,17-dione (ATD) to birds in breeding condition. ATD + Flut treatment significantly elevated plasma levels of luteinizing hormone, presumably via the lack of T feedback from its receptors. ATD + Flut-treated birds gave fewer spontaneous songs than control-implanted males. During staged male-male encounters, ATD + Flut-treated males did not sing at all and showed reduced aggressive behavior. Our data indicate that T can regulate aggressive behavior in these tropical birds. Although plasma T levels can be low year-round, Spatted antbirds may use T either by secreting it briefly during social challenges, by having a high sensitivity to T action, or by enzymatically converting circulating T precursors directly at the site of action. We hypothesize that: plasma T levels are kept low in these year-round territorial birds to avoid potentially detrimental effects of tonically elevated T. Future treatment of nonbreeding birds with ATD + Flut will reveal whether T is indeed involved year-round in regulatin aggressive behavior. (C) 2000 Academic Press.";"aggressive behavior; hormonal regulation; steroid; androgen; song; territory; Spotted antbird";2000;"GENERAL AND COMPARATIVE ENDOCRINOLOGY";"Endocrinology & Metabolism; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"841";"REF0841";"WOS:000085416600004";"10.1006/gcen.1999.7383";"Silverin, B ; Baillien, M ; Foidart, A ; Balthazart, J";"Distribution of aromatase activity in the brain and peripheral tissues of passerine and nonpasserine avian species";"Many behavioral effects of testosterone on hypothalamic and limbic brain areas are mediated by the action, at the cellular level, of estrogens derived from local testosterone aromatization. Aromatase activity and cells containing the aromatase protein and mRNA have accordingly been identified in the brain areas involved in the control of behavior. The presence of an unusually high level of aromatase activity has been detected in the telencephalon of one songbird species, the zebra finch (Taeniopygia guttata), and it is suspected that this high telencephalic aromatase may be a specific feature of songbirds but this idea is supported only by few experimental data. The distribution of aromatase activity in the brain of zebra finches and of one nonsongbird species, the Japanese quail (Coturnix japonica), was compared with the distribution of aromatase activity in the brain of four species of free-living European songbirds, the chaffinch (Fringilla coelebs, Fringillidae), willow warbler (Phylloscopus trochilus, Sylviidae), great tit (Pa;rus major, Paridae), and pied flycatcher (Ficedula hypoleuca, Muscicapidae), High levels of enzyme activity were observed in the diencephalon of all species. The high levels of aromatase activity that had been observed in the zebra finch telencephalon and were thought to be typical of songbirds were also present in the four wild oscine species but not in quail. None of these songbird species had, however, a telencephalic aromatase activity as high as that in the zebra finch, which may represent an extreme as far as the activity of this enzyme in the telencephalon is concerned. Measurable levels of aromatase activity were also detected in all songbird species in the liver and in the three other brain areas that were assayed, the optic lobes, cerebellum, and brain stem, with the exception of the cerebellum in willow warblers and quail, but no detectable activity was observed in the testes, muscle, and adrenals of all species, Additional studies will be needed to identify the Functional significance of estrogen synthesis in areas that are not classically known to be implicated in the control of reproduction. Within a given species, the birds that had the highest plasma testosterone levels also displayed the highest levels of diencephalic aromatase activity and the interspecies differences in the two variables were positively related. This raises the possibility that the absolute level of diencephalic aromatase represents a species-specific characteristic under the control of plasma testosterone levels. There was, in contrast, no correlation between the aromatase activity in the telencephalon and the plasma testosterone levels but the enzyme activity was-correlated with the plasma levels of luteinizing hormone. These data bring additional support to the idea that the diencephalic and telencephalic aromatases are controlled by independent mechanisms. (C) 2000 Academic Press.";"telencephalic aromatase; songbirds; song control system; hippocampus; diencephalon";2000;"GENERAL AND COMPARATIVE ENDOCRINOLOGY";"Endocrinology & Metabolism; Zoology";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
